3072,384,384,SM80_Device_Gemm_s4t_s4n_s4t_tensor_op_s32,L0_128x256x256_64x64x256,0.00232291,0.002244,0.002385,0.002444,0.002495,0.002696,0.018584
3072,384,1536,SM80_Device_Gemm_s4t_s4n_s4t_tensor_op_s32,L0_128x256x256_64x64x256,0.00207417,0.001964,0.002154,0.002365,0.002545,0.002956,0.012654
3072,1536,384,SM80_Device_Gemm_s4t_s4n_s4t_tensor_op_s32,L0_128x256x256_64x64x256,0.0021534,0.002104,0.002295,0.002404,0.002535,0.002835,0.014928
3072,384,384,SM80_Device_Gemm_s4t_s4n_s4t_tensor_op_s32,L0_256x128x256_64x64x256,0.00223689,0.002214,0.002324,0.002455,0.002565,0.002655,0.015479
3072,384,1536,SM80_Device_Gemm_s4t_s4n_s4t_tensor_op_s32,L0_256x128x256_64x64x256,0.00208585,0.001954,0.002204,0.002304,0.002515,0.003016,0.013755
3072,1536,384,SM80_Device_Gemm_s4t_s4n_s4t_tensor_op_s32,L0_256x128x256_64x64x256,0.00215763,0.002184,0.002255,0.002395,0.002565,0.002715,0.013255
3072,384,384,SM80_Device_Gemm_s4t_s4n_s4t_tensor_op_s32,L0_128x128x256_64x64x256,0.00202064,0.001934,0.002044,0.002205,0.002464,0.002645,0.013475
3072,384,1536,SM80_Device_Gemm_s4t_s4n_s4t_tensor_op_s32,L0_128x128x256_64x64x256,0.00224846,0.002185,0.002254,0.002324,0.002374,0.002555,0.016301
3072,1536,384,SM80_Device_Gemm_s4t_s4n_s4t_tensor_op_s32,L0_128x128x256_64x64x256,0.00203085,0.001924,0.002164,0.002235,0.002495,0.002615,0.014727
3072,384,384,SM80_Device_Gemm_s4t_s4n_s4t_tensor_op_s32,L0_256x64x256_64x64x256,0.00229166,0.002213,0.002345,0.002535,0.002605,0.003096,0.017703
3072,384,1536,SM80_Device_Gemm_s4t_s4n_s4t_tensor_op_s32,L0_256x64x256_64x64x256,0.00220019,0.002164,0.002305,0.002504,0.002554,0.002775,0.015899
3072,1536,384,SM80_Device_Gemm_s4t_s4n_s4t_tensor_op_s32,L0_256x64x256_64x64x256,0.00211339,0.002024,0.002204,0.002304,0.002495,0.002685,0.013655
3072,384,384,SM80_Device_Gemm_s4t_s4n_s4t_tensor_op_s32,L0_64x256x256_64x64x256,0.00196919,0.001924,0.001994,0.002044,0.002084,0.002214,0.011982
3072,384,1536,SM80_Device_Gemm_s4t_s4n_s4t_tensor_op_s32,L0_64x256x256_64x64x256,0.00197429,0.001924,0.002004,0.002054,0.002104,0.002254,0.013104
3072,1536,384,SM80_Device_Gemm_s4t_s4n_s4t_tensor_op_s32,L0_64x256x256_64x64x256,0.00216572,0.002164,0.002244,0.002485,0.002545,0.002945,0.015659
3072,384,384,SM80_Device_Gemm_s4t_s4n_s4t_tensor_op_s32,L0_64x128x256_32x64x256,0.00231629,0.002244,0.002335,0.002435,0.002585,0.003406,0.012914
